"","SiteUnit","Class","Order","Suborder","Alliance","Assoc","Species","MeanCov","Constancy","nPlots"
"541","CWH wh 2 /112","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"THUJPLI",14.1333333333333,77.7777777777778,9
"542","CWH wh 2 /112","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGHET",34.8555555555556,100,9
"543","CWH wh 2 /112","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGMER",15.7111111111111,88.8888888888889,9
"544","CWH wm   /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"PICESIT",5.08446601941748,49.5145631067961,103
"545","CWH wm   /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGHET",63.6127184466019,100,103
"546","CWH wm   /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"PICESIT",1.21428571428571,42.8571428571429,21
"547","CWH wm   /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGHET",47.3809523809524,80.952380952381,21
"548","CWH wm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",14.1428571428571,80,35
"549","CWH wm   /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",55.2885714285714,100,35
"550","CWH wm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"PICESIT",16.2596774193548,75.8064516129032,62
"551","CWH wm   /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGHET",30.9483870967742,88.7096774193548,62
"552","CWH wm   /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"PICESIT",39.770875,95.8333333333333,24
"553","CWH wm   /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"POPUTRI",9.16666666666667,70.8333333333333,24
"554","CWH wm   /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER SsHw (wh wm zonals - rich and shore)",NA,NA,"TSUGHET",19.1294166666667,83.3333333333333,24
"555","CWH wm   /06","CLASS Populus-Betula","ORDER Alnuinc-Equiset","SUBORDER Alnuinc",NA,NA,"ALNURUB",3.8,33.3333333333333,15
"556","CWH wm   /06","CLASS Populus-Betula","ORDER Alnuinc-Equiset","SUBORDER Alnuinc",NA,NA,"PICESIT",10.1,60,15
"557","CWH wm   /06","CLASS Populus-Betula","ORDER Alnuinc-Equiset","SUBORDER Alnuinc",NA,NA,"POPUTRI",23.6666666666667,80,15
"558","CWH wm   /06","CLASS Populus-Betula","ORDER Alnuinc-Equiset","SUBORDER Alnuinc",NA,NA,"TSUGHET",5.13333333333333,46.6666666666667,15
"559","CWH wm   /07",NA,NA,NA,NA,NA,"PICESIT",3.5,60,5
"560","CWH wm   /07",NA,NA,NA,NA,NA,"SALISCO",3,40,5
"561","CWH wm   /07",NA,NA,NA,NA,NA,"TSUGHET",16.5,80,5
"562","CWH wm   /08",NA,NA,NA,NA,NA,"CALLNOO",17.3846153846154,73.0769230769231,26
"563","CWH wm   /08",NA,NA,NA,NA,NA,"TSUGHET",8.63461538461539,65.3846153846154,26
"564","CWH wm   /08",NA,NA,NA,NA,NA,"TSUGMER",13.1153846153846,80.7692307692308,26
"565","CWH wm   /09","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",20.05,81.8181818181818,11
"566","CWH wm   /09","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",19.2272727272727,81.8181818181818,11
"567","CWH wm   /09","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGMER",9.27272727272727,45.4545454545455,11
"568","CWH wm   /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"CALLNOO",17.6,60,5
"569","CWH wm   /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"PICESIT",1.2,40,5
"570","CWH wm   /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"THUJPLI",0.9,40,5
"571","CWH wm   /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"TSUGHET",10,80,5
"572","CWH wm   /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"TSUGMER",15.6,100,5
"573","CWH ws 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",25.1,86.2745098039216,51
"574","CWH ws 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"THUJPLI",5.57254901960784,49.0196078431373,51
"575","CWH ws 1 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",62.3039215686275,100,51
"576","CWH ws 1 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"BETUPAP",0.2,66.6666666666667,3
"577","CWH ws 1 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"PINUCON1",12.8,100,3
"578","CWH ws 1 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",4.06666666666667,100,3
"579","CWH ws 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"PINUCON1",17.1315789473684,57.8947368421053,19
"580","CWH ws 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"THUJPLI",6.81578947368421,68.421052631579,19
"581","CWH ws 1 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",49.1894736842105,100,19
"582","CWH ws 1 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",15.2276060606061,81.8181818181818,33
"583","CWH ws 1 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"PICESIT",6.00606060606061,42.4242424242424,33
"584","CWH ws 1 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"THUJPLI",9.72730303030303,75.7575757575758,33
"585","CWH ws 1 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",46.5575757575758,100,33
"586","CWH ws 1 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ABIEAMA",17.9750625,81.25,16
"587","CWH ws 1 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"BETUPAP",3.125,43.75,16
"588","CWH ws 1 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",13.8125,50,16
"589","CWH ws 1 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"THUJPLI",6.69375,56.25,16
"590","CWH ws 1 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",40.56875,100,16
"591","CWH ws 1 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ABIEAMA",8.96,70,20
"592","CWH ws 1 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",3.1,50,20
"593","CWH ws 1 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"THUJPLI",17,90,20
"594","CWH ws 1 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",39.235,100,20
"595","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ABIEAMA",5.94137931034483,41.3793103448276,29
"596","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ALNURUB",2.69310344827586,41.3793103448276,29
"597","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",23.0724137931035,86.2068965517241,29
"598","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"POPUTRI",2.13793103448276,37.9310344827586,29
"599","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"THUJPLI",8.96896551724138,58.6206896551724,29
"600","CWH ws 1 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",30.4724137931034,82.7586206896552,29
"601","CWH ws 1 /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"MALUFUS",4.425,50,4
"602","CWH ws 1 /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"PICESIT",0.6,50,4
"603","CWH ws 1 /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"PINUCON1",32.125,100,4
"604","CWH ws 1 /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"THUJPLI",34.75,100,4
"605","CWH ws 1 /10","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCwYc - Gaulsha (vh zonals and Wet poor)",NA,NA,"TSUGHET",14.75,100,4
"606","CWH ws 1 /11","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ABIEAMA",6,61.5384615384615,13
"607","CWH ws 1 /11","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ALNURUB",16.4,61.5384615384615,13
"608","CWH ws 1 /11","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",8.46153846153846,76.9230769230769,13
"609","CWH ws 1 /11","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"THUJPLI",9.47692307692308,69.2307692307692,13
"610","CWH ws 1 /11","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",22.6153846153846,100,13
"611","CWH ws 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",29.9912442396313,94.4700460829493,217
"612","CWH ws 2 /01","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",43.7815668202765,99.0783410138249,217
"613","CWH ws 2 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",0.666666666666667,66.6666666666667,3
"614","CWH ws 2 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"PINUCON1",1.46666666666667,66.6666666666667,3
"615","CWH ws 2 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"POPUTRE",0.533333333333333,66.6666666666667,3
"616","CWH ws 2 /02","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",11,100,3
"617","CWH ws 2 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",12.4722222222222,50,18
"618","CWH ws 2 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"THUJPLI",7.55555555555556,50,18
"619","CWH ws 2 /03","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",36.75,100,18
"620","CWH ws 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",28.77,90,30
"621","CWH ws 2 /04","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",39.12,90,30
"622","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",26.6666666666667,83.3333333333333,6
"623","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIELAS",7.5,33.3333333333333,6
"624","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"CALLNOO",3.03333333333333,33.3333333333333,6
"625","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"PICESIT",7.41666666666667,33.3333333333333,6
"626","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"THUJPLI",3.35,33.3333333333333,6
"627","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",26.4166666666667,100,6
"628","CWH ws 2 /05","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGMER",3.75,50,6
"629","CWH ws 2 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"ABIEAMA",21.7435897435897,87.1794871794872,39
"630","CWH ws 2 /06","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwBa (maritime and submaritime)",NA,NA,"TSUGHET",30.1358974358974,94.8717948717949,39
"631","CWH ws 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"ABIEAMA",12.7222222222222,100,9
"632","CWH ws 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"PICESIT",22.2777777777778,77.7777777777778,9
"633","CWH ws 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"POPUTRI",7.38888888888889,33.3333333333333,9
"634","CWH ws 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"THUJPLI",1,44.4444444444444,9
"635","CWH ws 2 /07","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER HwCw (Coast Rich)",NA,NA,"TSUGHET",31.8333333333333,100,9
"636","CWH ws 2 /11",NA,NA,NA,NA,NA,"ABIEAMA",3.375,50,4
"637","CWH ws 2 /11",NA,NA,NA,NA,NA,"PICEXLU",0.625,50,4
"638","CWH ws 2 /11",NA,NA,NA,NA,NA,"TSUGHET",5.3,100,4
"639","CWH ws 2 /11",NA,NA,NA,NA,NA,"TSUGMER",9.75,50,4
"640","CWH xm 1 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ABIEGRA",0.6,42.8571428571429,21
"641","CWH xm 1 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ACERMAC",0.547714285714286,42.8571428571429,21
"642","CWH xm 1 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",47.5285714285714,100,21
"643","CWH xm 1 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",15.3810476190476,90.4761904761905,21
"644","CWH xm 1 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",28.4095238095238,100,21
"645","CWH xm 1 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"ARBUMEN",3.22,60,5
"646","CWH xm 1 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"PINUCON1",9.22,100,5
"647","CWH xm 1 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"PSEUMEN2",15.9,100,5
"648","CWH xm 1 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUCON1",5.31666666666667,50,12
"649","CWH xm 1 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUMON",1.84166666666667,33.3333333333333,12
"650","CWH xm 1 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",52.7166666666667,100,12
"651","CWH xm 1 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",3.625,75,12
"652","CWH xm 1 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",4.20833333333333,75,12
"653","CWH xm 1 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",52.64,100,5
"654","CWH xm 1 /104","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",5.8202,80,5
"655","CWH xm 2 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",37.8,97.2222222222222,36
"656","CWH xm 2 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",10.3139444444444,69.4444444444444,36
"657","CWH xm 2 /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",46.5305555555556,100,36
"658","CWH xm 2 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"PINUCON1",19,83.3333333333333,6
"659","CWH xm 2 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"PSEUMEN2",13.1666666666667,100,6
"660","CWH xm 2 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"SALISCO",0.25,33.3333333333333,6
"661","CWH xm 2 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"THUJPLI",2.33333333333333,66.6666666666667,6
"662","CWH xm 2 /102","CLASS Pseumen2","ORDER Pseumen2-Mahoner (Coastal Fd forests)","SUBORDER Fdc",NA,NA,"TSUGHET",1.83333333333333,33.3333333333333,6
"663","CWH xm 2 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUMON",0.676923076923077,46.1538461538462,13
"664","CWH xm 2 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",51.6538461538462,100,13
"665","CWH xm 2 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",10.4846153846154,84.6153846153846,13
"666","CWH xm 2 /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",21.1384615384615,84.6153846153846,13
"667","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ABIEGRA",3.05333333333333,56.6666666666667,60
"668","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ACERCIR",9.565,86.6666666666667,60
"669","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUMON",1.16,35,60
"670","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",34.5417333333333,96.6666666666667,60
"671","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",23.24,90,60
"672","CWH xs   /101","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",16.2466833333333,90,60
"673","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ACERCIR",0.9,61.5384615384615,13
"674","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUCON1",8.08461538461538,38.4615384615385,13
"675","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PINUMON",1.23076923076923,69.2307692307692,13
"676","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"PSEUMEN2",26.1769230769231,100,13
"677","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"THUJPLI",18.6076923076923,100,13
"678","CWH xs   /101.1","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"TSUGHET",45.3384615384615,92.3076923076923,13
"679","CWH xs   /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ABIEGRA",0.415789473684211,36.8421052631579,19
"680","CWH xs   /103","CLASS Thujpli-Tsughet","ORDER Tsughet-Rhytlor (CWH)","SUBORDER FdHwCw-Hylospl (ds, dm, xm zonals)",NA,NA,"ACERCIR",5.54210526315789,57.8947368421053,19
